name,arrival,wait,service_start
Pax_112,49.14967233602905,7.426981938737377,56.576654274766426
Pax_113,51.25992712798425,5.421105614469006,56.681032742453255
Pax_114,52.83691191748337,4.974064447751651,57.81097636523502
Pax_115,53.47056043840124,4.693726625476764,58.16428706387801
Pax_116,55.202778651650235,3.2012420621294453,58.40402071377968
Pax_117,55.232210788950916,4.060428326056325,59.29263911500724
Pax_118,55.67095929876588,3.9405085962451167,59.611467895010996
Pax_119,56.628668803310035,3.268401308678932,59.89707011198897
Pax_120,56.73145875353315,3.485909572497974,60.21736832603112
Pax_121,57.293750914383374,3.165904372911136,60.45965528729451
Pax_122,57.4278239194303,3.1304310678537632,60.558254987284066
Pax_123,57.49167618544165,3.597762333847406,61.089438519289054
Pax_124,58.59662132389416,2.5869534081570578,61.18357473205122
Pax_125,58.8683171812428,2.6030737105812705,61.47139089182407
Pax_126,59.306458462602244,2.6433865330073516,61.949844995609595
Pax_127,60.67088800153472,1.279614078383979,61.9505020799187
Pax_128,60.84922338765041,1.1957253648465027,62.044948752496914
Pax_129,61.03925161454947,1.2109043733297966,62.25015598787927
Pax_130,61.73614175479212,0.6940038603062604,62.43014561509838
Pax_131,64.5090759217886,0.5804334922806049,65.0895094140692
Pax_132,65.56617624185164,0.06765660335238977,65.63383284520403
Pax_133,65.65201355973822,0.014102214831012816,65.66611577456923
Pax_134,66.2599349218412,0.5885805818873422,66.84851550372854
Pax_135,68.44038319494977,0.0,68.44038319494977
Pax_136,68.44431012904538,0.0,68.44431012904538
Pax_137,68.62220404938239,0.9396487519354082,69.5618528013178
Pax_138,70.02007134740842,0.0,70.02007134740842
Pax_139,70.08139740974632,0.0,70.08139740974632
Pax_140,70.48424597211958,0.0,70.48424597211958
Pax_141,70.94846536672523,0.0,70.94846536672523
Pax_142,71.06229053273553,0.0,71.06229053273553
Pax_143,71.21554217658938,0.6848358156101853,71.90037799219957
Pax_144,72.39425551984793,0.0,72.39425551984793
Pax_145,72.44267535152403,0.0,72.44267535152403
Pax_146,72.60462728357912,0.0,72.60462728357912
Pax_147,73.341904301349,0.0,73.341904301349
Pax_148,73.49377971945466,0.3779285987086354,73.8717083181633
Pax_149,73.89490419704329,0.3448192531564729,74.23972345019976
Pax_150,73.89976257441259,0.6695321098773377,74.56929468428993
Pax_151,73.93887517878211,1.092803063769253,75.03167824255137
Pax_152,75.01212072994937,0.5431190058619393,75.55523973581131
Pax_153,75.91179992361418,0.0,75.91179992361418
Pax_154,75.97996501599992,0.14358028742864803,76.12354530342857
Pax_155,77.12619076557904,0.0,77.12619076557904
Pax_156,78.11176273253378,0.0,78.11176273253378
Pax_157,78.22967234362828,0.0,78.22967234362828
Pax_158,78.2839070272346,0.1866747735163301,78.47058180075094
Pax_159,79.36157051824394,0.0,79.36157051824394
Pax_160,79.84623369795847,0.0,79.84623369795847
Pax_161,81.17501455001451,0.0,81.17501455001451
Pax_162,83.0441761574803,0.0,83.0441761574803
Pax_163,84.11024387481295,0.0,84.11024387481295
Pax_164,84.77721718257834,0.0,84.77721718257834
Pax_165,86.11270918752105,0.0,86.11270918752105
Pax_166,87.11049483801244,0.0,87.11049483801244
Pax_167,87.26566711314915,0.9278955436710703,88.19356265682022
Pax_168,87.32286529146742,1.7229081961400823,89.0457734876075
Pax_169,88.35137971954134,1.4653285716304083,89.81670829117175
Pax_170,88.47717291344998,1.6623439854032966,90.13951689885327
Pax_171,89.32517925745196,0.8442738098466549,90.16945306729862
Pax_172,89.50723830765149,0.9304553244091665,90.43769363206066
Pax_173,90.3004543493439,0.3382518064800877,90.63870615582398
Pax_174,90.49939776073586,0.5484202912760168,91.04781805201188
Pax_175,92.20334419470532,0.12669345969004553,92.33003765439537
Pax_176,92.45848906536037,0.47632822732995805,92.93481729269033
Pax_177,92.84265695314097,0.24535267559609508,93.08800962873707
Pax_178,94.2430452217736,3.051024646333076,97.29406986810667
Pax_179,94.34139817004991,3.1466134093221854,97.4880115793721
Pax_180,95.98356309601405,2.1125120327005362,98.09607512871459
Pax_181,96.13782284000801,2.3211652715512088,98.45898811155922
Pax_182,96.19519310719676,2.2659108919178124,98.46110399911457
Pax_183,96.48027197570833,1.9833014717217452,98.46357344743008
Pax_184,97.13225153702706,2.2977834297549578,99.43003496678202
Pax_185,97.3204552242185,3.4977909917983823,100.81824621601689
Pax_186,97.67858438255159,3.6406320490065696,101.31921643155816
Pax_187,98.1082892232608,3.6002717705857634,101.70856099384656
Pax_188,98.72513643708719,3.4298438481425535,102.15498028522974
Pax_189,99.36060245095608,3.4505185360666673,102.81112098702275
Pax_190,100.03790355897227,2.8714234083530386,102.90932696732531
Pax_191,100.26435606015126,4.058830646224507,104.32318670637576
Pax_192,100.3006273267273,4.470100416039415,104.77072774276671
Pax_193,100.84630320918255,3.9249320612255474,104.7712352704081
Pax_194,101.03468055539693,4.159245779611652,105.19392633500858
Pax_195,101.97666819852525,4.301588552874378,106.27825675139962
Pax_196,102.16168194701456,4.173801963889318,106.33548391090387
Pax_197,102.41909909343991,4.15968098512856,106.57878007856847
Pax_198,102.5943427302312,4.542276289184386,107.13661901941559
Pax_199,102.6624174523457,4.706648861428405,107.3690663137741
Pax_200,102.93516595868475,4.544660082012385,107.47982604069713
Pax_201,104.10068677068745,4.284812772277107,108.38549954296455
Pax_202,104.57861191263767,3.9873639980242217,108.56597591066189
Pax_203,104.9755790125402,4.986859951306172,109.96243896384637
Pax_204,105.25654036719807,4.800419137956084,110.05695950515415
Pax_205,105.78821934777073,4.3358518273171995,110.12407117508793
Pax_206,106.1009525767833,4.624992367406961,110.72594494419026
Pax_207,106.39279394493204,4.603415597109233,110.99620954204127
Pax_208,107.55002575617871,3.816068379146614,111.36609413532533
Pax_209,108.05114190015885,3.7975229930569725,111.84866489321583
Pax_210,108.25526758478179,4.444929391521541,112.70019697630333
Pax_211,109.10830660036525,4.504044768553015,113.61235136891827
Pax_212,109.23552095051859,4.441234418286186,113.67675536880478
Pax_213,109.34654922962537,4.3394616762317355,113.6860109058571
Pax_214,109.35891354745496,4.676108925012073,114.03502247246703
Pax_215,109.49932804774858,5.297763595421102,114.79709164316968
Pax_216,109.82163642444516,6.221987008343277,116.04362343278844
Pax_217,110.76932282923724,5.404455349472627,116.17377817870987
Pax_218,111.36526960660188,5.809585915846952,117.17485552244884
Pax_219,111.505116266825,8.414317857320697,119.9194341241457
Pax_220,111.50789639067732,8.442362416169658,119.95025880684697
